scaffold,LG,av,inv_status
Contig50076,3,30.583,collinear
Contig50077,16,3.835,collinear
Contig5008,12,29.627,NA
Contig50086,13,13.319,collinear
Contig50090,3,38.3115,collinear
Contig50096,1,48.9465,collinear
Contig501,1,22.1525,collinear
Contig50106,14,10.2385,LGC14.1/2
Contig50113,1,16.31743961,collinear
Contig50118,17,1.4505,collinear
Contig5012,9,29.4955,LGC9.1
Contig50122,10,33.123,LGC10.2
Contig50124,2,66.6275,collinear
Contig50129,4,14.9865,collinear
Contig50133,7,12.5715,collinear
Contig50134,7,12.5715,collinear
Contig50135,12,46.1125,NA
Contig50136,5,36.629,collinear
Contig50138,13,6.52,collinear
Contig50147,3,21.96,collinear
Contig50149,2,37.1965,collinear
Contig50152,1,70.6185,collinear
Contig50153,3,33.145,collinear
Contig50156,2,42.355,collinear
Contig50157,8,46.622,collinear
Contig50165,12,22.14049766,NA
Contig50172,6,44.2655,collinear
Contig50178,4,54.201,collinear
Contig50181,1,66.5845,collinear
Contig50183,7,2.679,collinear
Contig50185,2,41.512,collinear
Contig50186,10,11.108,LGC10.2
Contig5020,9,32.454,LGC9.1
Contig50201,9,51.5515,collinear
Contig50213,5,7.714,collinear
Contig50215,10,32.786,LGC10.2
Contig50217,12,52.961,NA
Contig50221,2,26.801,collinear
Contig50223,7,13.5305,collinear
Contig50228,7,40.339,collinear
Contig5024,3,15.7065,collinear
Contig50242,5,9.4165,collinear
Contig50246,8,13.6225,collinear
Contig50249,2,25.5645,collinear
Contig50263,14,11.4125,buffer
Contig50264,13,30.6585,collinear
Contig50271,12,52.961,NA
Contig50277,6,46.5235,collinear
Contig50283,14,24.9455,LGC14.3
Contig50287,7,37.164,LGC7.1
Contig50288,13,5.562,collinear
Contig5029,9,32.454,LGC9.1
Contig50293,1,58.534,collinear
Contig50299,1,0.827571429,buffer
Contig5030,1,31.3955,collinear
Contig50302,10,41.0105,LGC10.2
Contig50304,12,22.5065,NA
Contig50314,12,46.1125,NA
Contig50316,6,41.447,collinear
Contig50318,4,7.0295,collinear
Contig50322,2,60.093,collinear
Contig50331,4,14.1135,collinear
Contig50333,4,14.1135,collinear
Contig50341,1,21.8705,collinear
Contig50359,4,53.623,collinear
Contig50362,5,26.52,collinear
Contig50364,12,42.646,NA
Contig50369,12,52.961,NA
Contig5037,2,47.7015,collinear
Contig50377,4,10.6485,collinear
Contig50386,14,36.269,collinear
Contig50388,11,52.61375,buffer
Contig5039,17,31.4462037,collinear
Contig50393,5,23.9465,collinear
Contig50398,13,50.6885,collinear
Contig50400,7,13.5305,collinear
Contig50401,3,30.583,collinear
Contig50418,3,33.145,collinear
Contig50419,13,8.07,collinear
Contig5042,9,18.6395,buffer
Contig50425,14,17.3545,buffer
Contig5043,7,11.9145,collinear
Contig50440,1,41.2815,collinear
Contig50444,6,47.3685,collinear
Contig50453,4,1.5085,LGC4.1
Contig50467,11,49.689,collinear
Contig50469,8,51.536,collinear
Contig50470,8,51.677,collinear
Contig50477,5,18.343,collinear
Contig50479,10,1.5235,LGC10.1
Contig50480,13,34.0375,collinear
Contig50481,4,6.655,collinear
Contig50488,13,1.8645,collinear
Contig50489,3,46.35147942,collinear
Contig5049,10,17.901,LGC10.2
Contig50496,1,75.534,buffer
Contig50514,5,23.6575,collinear
Contig50518,15,6.157,collinear
Contig50519,5,21.0525,collinear
Contig50524,15,40.6195,collinear
Contig50540,1,21.1085,collinear
Contig50546,9,41.8195,buffer
Contig50549,9,41.8195,buffer
Contig50555,7,42.082,buffer
Contig50558,11,52.831375,buffer
Contig50562,4,11.798,collinear
Contig50563,5,51.8655,collinear
Contig50564,1,70.9435,collinear
Contig50567,5,0.294,collinear
Contig50569,1,42.9605,collinear
Contig5057,7,40.339,collinear
Contig50570,9,41.8195,buffer
Contig50571,1,58.1965,collinear
Contig50574,6,50.1875,collinear
Contig50575,10,43.390625,buffer
Contig50579,1,58.1965,collinear
Contig50583,1,35.104,collinear
Contig50592,16,21.0665,collinear
Contig50595,3,58.6295,collinear
Contig50597,8,54.3805,collinear
Contig50598,8,54.3805,collinear
Contig50599,4,12.657,collinear
Contig506,11,52.908,LGC11.1
Contig50600,4,32.744,collinear
Contig50602,3,30.583,collinear
Contig50603,13,32.067,collinear
Contig50607,10,26.8905,LGC10.2
Contig50610,4,41.514,collinear
Contig50612,4,7.6025,collinear
Contig50613,11,39.6535,collinear
Contig50625,8,19.7875,collinear
Contig50635,13,30.6585,collinear
Contig50647,1,37.6385,collinear
Contig5065,16,56.1665,collinear
Contig50650,2,41.512,collinear
Contig50651,17,37.592,collinear
Contig50654,5,3.446,collinear
Contig50659,1,55.329,collinear
Contig5066,7,39.766,collinear
Contig50660,1,29.663,collinear
Contig50670,7,17.213,collinear
Contig50678,14,17.008,buffer
Contig50683,6,55.892,collinear
Contig50684,13,30.6585,collinear
Contig50685,14,10.2385,LGC14.1/2
Contig50686,10,0.29,buffer
Contig50687,2,76.9735,collinear
Contig50695,14,10.2385,LGC14.1/2
Contig50696,2,15.1345,buffer
Contig50699,17,17.756,collinear
Contig50700,12,46.1125,NA
Contig50702,7,26.2975,collinear
Contig50708,9,46.2685,collinear
Contig50709,2,38.55575,collinear
Contig5072,10,0.29,buffer
Contig50722,3,29.1695,collinear
Contig50732,1,51.1485,collinear
Contig50757,3,53.741,collinear
Contig50758,2,86.6025,collinear
Contig50763,5,21.644,collinear
Contig50765,1,80.9515,buffer
Contig50774,10,23.117,LGC10.2
Contig50777,12,46.1125,NA
Contig50789,7,12.5715,collinear
Contig50796,15,40.3265,collinear
Contig50797,6,41.447,collinear
Contig508,10,44.653,buffer
Contig50800,13,26.4255,collinear
Contig50805,11,52.908,LGC11.1
Contig5081,12,42.646,NA
Contig50814,14,10.2385,LGC14.1/2
Contig50818,7,13.5305,collinear
Contig50819,7,13.5305,collinear
Contig50829,4,26.7265,collinear
Contig5083,9,45.966,collinear
Contig50830,5,21.9255,collinear
Contig50831,5,21.334,collinear
Contig5084,5,22.503,collinear
Contig50842,5,3.446,collinear
Contig50849,2,58.6035,collinear
Contig50857,12,46.1125,NA
Contig50862,2,54.1735,collinear
Contig50863,7,28.883,collinear
Contig50870,16,4.5855,collinear
Contig50874,17,30.59333488,collinear
Contig50875,1,51.288,collinear
Contig50878,1,35.667,collinear
Contig50884,8,40.811,collinear
Contig50904,5,21.0525,collinear
Contig50907,15,13.422,collinear
Contig5091,7,29.165,collinear
Contig50915,4,26.7265,collinear
Contig50917,7,7.0735,collinear
Contig50921,2,60.093,collinear
Contig50923,9,2.4175,collinear
Contig50931,1,0.9655,LGC1.1
Contig50936,14,10.2385,LGC14.1/2
Contig50938,1,24.41,collinear
Contig50940,11,38.062,collinear
Contig50943,8,36.585,collinear
Contig50946,12,55.2365,NA
Contig50950,2,47.42,collinear
Contig50967,2,63.457,collinear
Contig5097,2,33.047,collinear
Contig50970,10,15.741,LGC10.2
Contig50973,9,28.0725,LGC9.1
Contig50976,3,3.3005,collinear
Contig50986,13,50.6885,collinear
Contig50988,2,45.9548,collinear
Contig50990,12,8.307,NA
Contig50992,10,17.901,LGC10.2
Contig51,7,26.2975,collinear
Contig510,4,41.514,collinear
Contig5100,1,36.79747135,collinear
Contig51002,1,52.681,collinear
Contig51009,1,0.657,buffer
Contig51011,5,0,collinear
Contig51012,6,41.7285,collinear
Contig51014,2,48.8225,collinear
Contig51020,14,10.2385,LGC14.1/2
Contig51023,9,11.6545,collinear
Contig51025,12,8.307,NA
Contig51030,9,28.0725,LGC9.1
Contig51043,1,76.684,LGC1.2
Contig51048,1,35.104,collinear
Contig51057,4,27.362,collinear
Contig51060,2,55.298,collinear
Contig51065,1,42.9605,collinear
Contig51073,8,40.531,collinear
Contig51079,6,41.447,collinear
Contig5108,12,48.712,NA
Contig51080,17,24.3355,collinear
Contig51093,9,46.571,collinear
Contig51095,16,19.232,collinear
Contig51098,16,2.3795,collinear
Contig51099,12,46.1125,NA
Contig51104,2,69.558,collinear
Contig51105,5,32.1585,collinear
Contig5111,10,17.901,LGC10.2
Contig51113,4,29.418,collinear
Contig51115,1,41.8405,collinear
Contig51117,4,34.0545,collinear
Contig51121,13,24.672,collinear
Contig51129,4,29.418,collinear
Contig51155,5,10.55,collinear
Contig51158,17,48.443,LGC17.1
Contig51159,4,8.927,collinear
Contig51163,5,42.2,collinear
Contig51165,17,31.27019615,collinear
Contig51170,11,8.612,collinear
Contig51184,6,36.0925,collinear
Contig51187,3,21.647,collinear
Contig51193,2,52.486,collinear
Contig51195,6,41.447,collinear
Contig51196,12,42.9345,NA
Contig51201,4,4.3785,collinear
Contig51205,17,0.5915,collinear
Contig51207,10,27.791,LGC10.2
Contig5122,6,55.2685,collinear
Contig51221,3,30.938,collinear
Contig51222,5,45.98542857,collinear
Contig51228,8,52.9455,collinear
Contig5123,7,40.339,collinear
Contig51233,9,29.4955,LGC9.1
Contig51238,1,56.454,collinear
Contig51245,13,26.4255,collinear
Contig51246,14,10.2385,LGC14.1/2
Contig5125,4,1.5085,LGC4.1
Contig51250,3,25.5905,collinear
Contig51253,2,37.853,collinear
Contig51260,7,51.372,buffer
Contig51269,2,60.093,collinear
Contig51278,17,30.59333488,collinear
Contig51281,9,28.0725,LGC9.1
Contig513,13,19.9935,collinear
Contig51300,10,23.117,LGC10.2
Contig51312,4,1.5085,LGC4.1
Contig51313,6,33.837,collinear
Contig51316,15,40.3265,collinear
Contig51323,4,7.6025,collinear
Contig51324,16,44.2675,collinear
Contig51326,8,31.7975,collinear
Contig51338,17,12.6845,collinear
Contig51343,2,84.10015323,collinear
Contig51345,9,32.454,LGC9.1
Contig51353,13,50.6885,collinear
Contig51354,6,33.837,collinear
Contig51355,12,40.5365,NA
Contig51368,7,16.619,collinear
Contig5137,12,53.8045,NA
Contig51372,2,40.01133333,collinear
Contig51386,3,14.5215,collinear
Contig51387,3,12.673,collinear
Contig51394,10,27.1726802,LGC10.2
Contig51395,9,28.0725,LGC9.1
Contig51396,11,52.3195,buffer
Contig51397,3,47.7845,collinear
Contig51400,4,33.0835,collinear
Contig51403,2,1.486,LGC2.1
Contig51410,2,35.027,collinear
Contig51415,17,0.5915,collinear
Contig51418,10,1.195,LGC10.1
Contig51420,5,35.723,collinear
Contig51421,9,56.2375,collinear
Contig51438,9,37.0725,LGC9.1
Contig51441,6,55.2685,collinear
Contig5145,13,39.1105,collinear
Contig5146,11,52.908,LGC11.1
Contig51460,15,52.55037344,collinear
Contig51464,1,46.538,collinear
Contig5147,5,26.239,collinear
Contig51471,5,3.446,collinear
Contig51484,9,28.0725,LGC9.1
Contig51485,7,40.339,collinear
Contig51499,13,25.2575,collinear
Contig51507,4,53.623,collinear
Contig51508,13,0.606,collinear
Contig51517,1,35.667,collinear
Contig51518,5,2.878,collinear
Contig51526,11,52.908,LGC11.1
Contig51533,9,28.0725,LGC9.1
Contig51537,1,0.9655,LGC1.1
Contig51547,6,53.101,collinear
Contig51549,12,56.6905,NA
Contig5155,12,40.5365,NA
Contig51556,9,46.2685,collinear
Contig51557,5,0.881,collinear
Contig51558,12,0,NA
Contig51559,4,41.514,collinear
Contig51561,11,37.4515,collinear
Contig51565,11,8.612,collinear
Contig51567,6,8.7305,LGC6.1/2
Contig51576,8,26.348,collinear
Contig51590,2,64.5765,collinear
Contig516,9,54.171,collinear
Contig51613,1,0.9655,LGC1.1
Contig51617,10,38.4675,LGC10.2
Contig51626,1,74.7605,buffer
Contig51635,14,10.2385,LGC14.1/2
Contig51636,11,52.58555,buffer
Contig51639,1,42.9605,collinear
Contig51649,12,53.8045,NA
Contig51662,10,41.57451042,buffer
Contig51663,16,2.3795,collinear
Contig51666,6,31.0045,collinear
Contig51670,15,6.7215,collinear
Contig51674,7,18.633,collinear
Contig51697,9,30.619,LGC9.1
Contig517,6,47.651,collinear
Contig51701,11,40.2165,collinear
Contig51703,7,18.633,collinear
Contig51708,3,32.5745,collinear
Contig5171,4,12.657,collinear
Contig51711,12,46.1125,NA
Contig51713,1,56.454,collinear
Contig51716,4,1.5085,LGC4.1
Contig51720,10,44.0875,buffer
Contig51721,8,31.7975,collinear
Contig51724,12,37.397,NA
Contig51726,1,39.432,collinear
Contig51734,11,52.908,LGC11.1
Contig51743,3,54.6275,collinear
Contig51745,5,29.946,collinear
Contig51746,4,41.514,collinear
Contig51747,3,0.0095,collinear
Contig51749,5,18.343,collinear
Contig51752,5,18.343,collinear
Contig51758,12,32.785,NA
Contig51765,17,30.59333488,collinear
Contig51768,6,44.2655,collinear
Contig5178,10,11.108,LGC10.2
Contig51780,5,0,collinear
Contig51781,1,50.726,collinear
Contig51796,3,24.399,collinear
Contig51797,8,52.82022222,collinear
Contig51815,12,39.5329967,NA
Contig51816,4,6.655,collinear
Contig51818,1,40.70685018,collinear
Contig51827,12,48.712,NA
Contig51838,8,51.818,collinear
Contig51840,2,37.853,collinear
Contig51852,6,43.6085,collinear
Contig51857,6,31.0045,collinear
Contig51875,2,48.8225,collinear
Contig51879,13,12.697,collinear
Contig51881,4,49.2865,collinear
Contig51886,7,20.626,collinear
Contig51889,2,45.449,collinear
Contig51892,7,40.339,collinear
Contig51897,11,52.908,LGC11.1
Contig5190,12,41.491,NA
Contig51908,9,46.2685,collinear
Contig51911,15,36.152,collinear
Contig51912,1,29.574125,collinear
Contig51921,1,21.8705,collinear
Contig51927,15,16.196,collinear
Contig51936,12,49.0475,NA
Contig51939,9,28.0725,LGC9.1
Contig51941,11,54.0575,collinear
Contig51945,4,6.904666667,collinear
Contig51953,1,37.6385,collinear
Contig51956,2,76.9735,collinear
Contig5196,10,29.47154429,LGC10.2
Contig51962,5,11.683,collinear
Contig51976,11,53.1745,buffer
Contig51978,8,35.164,collinear
Contig51981,1,76.403,LGC1.2
Contig51984,3,9.578,collinear
Contig51994,9,39.46,LGC9.1
Contig52,11,14.7905,collinear
Contig5200,1,29.663,collinear
Contig52000,12,34.113625,NA
Contig52003,2,36.868,collinear
Contig52006,1,56.48225,collinear
Contig5201,9,2.4175,collinear
Contig52016,6,29.5845,buffer
Contig52019,5,24.516,collinear
Contig52020,15,56.494,collinear
Contig52024,1,31.3955,collinear
Contig52031,7,27.432,collinear
Contig52035,3,53.741,collinear
Contig52036,3,53.741,collinear
Contig52043,5,1.9315,collinear
Contig5205,6,44.2655,collinear
Contig52050,8,46.2085,collinear
Contig52070,5,21.44683333,collinear
Contig52071,12,40.8545,NA
Contig52075,2,46.2925,collinear
Contig52076,9,37.3825,LGC9.1
Contig52077,2,11.496,LGC2.1
Contig52079,1,39.74,collinear
Contig52085,15,25.772,collinear
Contig52092,16,19.5285,collinear
Contig52100,5,29.658,collinear
Contig52101,2,63.176,collinear
Contig52110,5,3.446,collinear
Contig52115,3,32.5745,collinear
Contig52124,14,10.2385,LGC14.1/2
Contig52135,12,33.904,NA
Contig52140,10,41.57451042,buffer
Contig52145,15,1.9025,collinear
Contig52147,15,1.9025,collinear
Contig52150,2,54.1735,collinear
Contig52152,2,21.5805,collinear
Contig52156,2,0.923,LGC2.1
Contig52157,8,29.5045,collinear
Contig52176,15,3.073,collinear
Contig52185,11,52.908,LGC11.1
Contig52186,9,56.39183333,collinear
Contig522,12,48.712,NA
Contig52200,12,53.8045,NA
Contig52219,4,33.763,collinear
Contig52221,16,44.2675,collinear
Contig52222,15,52.737,collinear
Contig52224,3,38.3115,collinear
Contig52229,5,35.086,collinear
Contig52233,4,4.3785,collinear
Contig52238,3,27.3695,collinear
Contig52243,1,0.9655,LGC1.1
Contig52244,1,12.0025,collinear
Contig52245,9,28.0725,LGC9.1
Contig52259,2,63.176,collinear
Contig52260,4,56.518,collinear
Contig52280,1,75.534,buffer
Contig52282,10,3.12,buffer
Contig52288,5,35.086,collinear
Contig52291,5,2.503,collinear
Contig52293,11,52.86876667,buffer
Contig52294,11,52.908,LGC11.1
Contig52296,2,61.214,collinear
Contig52297,2,61.214,collinear
Contig52302,9,8.7115,collinear
Contig52304,1,52.947,collinear
Contig52315,1,46.8185,collinear
Contig52316,5,35.4045,collinear
Contig5232,10,3.401,buffer
Contig52322,1,76.403,LGC1.2
Contig52331,15,46.24438678,collinear
Contig52333,11,14.7905,collinear
Contig52336,5,7.556008486,collinear
Contig5234,2,49.104,collinear
Contig52350,14,24.9455,LGC14.3
Contig52357,16,44.549,collinear
Contig5236,4,1.5085,LGC4.1
Contig52360,9,28.0725,LGC9.1
Contig52369,6,55.892,collinear
Contig52373,12,32.98692457,NA
Contig52375,5,18.6255,collinear
Contig52379,5,0.881,collinear
Contig5238,7,0.4065,collinear
Contig52395,1,0.9655,LGC1.1
Contig524,3,46.931,collinear
Contig52400,4,14.1135,collinear
Contig52402,7,37.4525,LGC7.1
Contig52404,14,12.953,buffer
Contig52413,11,52.3195,buffer
Contig52416,1,0.9655,LGC1.1
Contig52419,9,32.454,LGC9.1
Contig52423,5,1.176,collinear
Contig52425,3,30.583,collinear
Contig52427,1,29.189,collinear
Contig52429,2,37.1965,collinear
Contig52430,2,37.853,collinear
Contig52438,14,48.71,collinear
Contig52440,8,31.7975,collinear
Contig52441,2,54.1735,collinear
Contig52443,1,56.454,collinear
Contig5246,1,11.7015,collinear
Contig5247,4,41.514,collinear
Contig52472,3,16.277,collinear
Contig52473,1,66.5845,collinear
Contig52477,15,38.207,collinear
Contig52479,2,41.512,collinear
Contig52482,17,45.8605,collinear
Contig52485,2,0.923,LGC2.1
Contig52486,2,0.6405,buffer
Contig52489,6,41.166,collinear
Contig52495,4,53.3345,collinear
Contig52500,2,42.355,collinear
Contig52504,1,0.9655,LGC1.1
Contig52506,5,53.756,collinear
Contig52524,17,14.2365,collinear
Contig5253,2,56.205,collinear
Contig52534,2,35.027,collinear
Contig52535,7,20.626,collinear
Contig52543,15,22.49,collinear
Contig52546,9,46.2685,collinear
Contig52550,10,32.786,LGC10.2
Contig52552,8,31.7975,collinear
Contig52558,13,20.9445,collinear
Contig52561,2,56.205,collinear
Contig52565,2,64.8565,collinear
Contig52568,13,36.103,collinear
Contig52579,12,46.1125,NA
Contig5258,1,0.9655,LGC1.1
Contig52590,14,11.4125,buffer
Contig52593,11,52.908,LGC11.1
Contig52600,2,87.1805,collinear
Contig52602,1,42.9605,collinear
Contig52606,3,1.4985,collinear
Contig52611,1,3.2645,collinear
Contig52612,3,29.06966667,collinear
Contig52616,1,1.035875,buffer
Contig52619,13,23.791,collinear
Contig52627,2,34.175,collinear
Contig5263,2,21.8825,collinear
Contig52630,16,3.835,collinear
Contig52635,12,43.512,NA
Contig52643,1,21.8705,collinear
Contig5265,4,19.99438862,collinear
Contig52652,17,31.4462037,collinear
Contig52655,12,43.801,NA
Contig52668,9,28.0725,LGC9.1
Contig52671,8,31.7975,collinear
Contig5268,15,25.772,collinear
Contig52684,13,16.5845,collinear
Contig52685,5,9.4165,collinear
Contig52687,1,53.2275,collinear
Contig52688,5,45.739,collinear
Contig52698,12,54.0855,NA
Contig527,2,42.6365,collinear
Contig52700,3,27.3695,collinear
Contig52710,14,13.1395,buffer
Contig52718,1,65.7415,collinear
Contig52719,12,46.1125,NA
Contig52725,3,24.399,collinear
Contig5273,2,66.6275,collinear
Contig52744,14,48.71,collinear
Contig52750,5,13.9415,collinear
Contig52759,4,8.3535,collinear
Contig52763,1,75.534,buffer
Contig52778,1,31.3955,collinear
Contig52789,16,13.055,collinear
Contig5280,3,61.3595,collinear
Contig52802,7,16.619,collinear
Contig52805,5,36.629,collinear
Contig52809,12,55.2365,NA
Contig52810,1,41.2815,collinear
Contig52811,13,39.1105,collinear
Contig5282,11,52.908,LGC11.1
Contig52823,2,35.8815,collinear
Contig52824,4,1.263875,buffer
Contig52832,12,46.1125,NA
Contig52838,12,8.307,NA
Contig52839,6,55.892,collinear
Contig52843,12,54.0855,NA
Contig52846,1,80.9515,buffer
Contig52849,4,24.89208846,collinear
Contig52851,1,58.1965,collinear
Contig52867,5,8.807931022,collinear
Contig52880,15,13.422,collinear
Contig52882,1,45.977,collinear
Contig52885,14,48.71,collinear
Contig52890,4,1.403166667,buffer
Contig52891,6,47.651,collinear
Contig52896,2,35.027,collinear
Contig52897,4,1.5085,LGC4.1
Contig529,5,22.503,collinear
Contig52907,5,26.239,collinear
Contig52908,4,1.5085,LGC4.1
