,scaffold,output_order,start,end,mid,win_size,sites,lnL,topoC_count,topoA_count,topoB_couunt,topoC,topoA,topoB,scaffold.1,start_check,end_check,mid_check,sites_full,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder,scaffold.2,start_check_2,end_check_2,mid_check_2,sites_full_2,pi_arcana,pi_compressa,pi_n_sax,pi_spain,dxy_arcana_compressa,dxy_arcana_n_sax,dxy_arcana_spain,dxy_compressa_n_sax,dxy_compressa_spain,dxy_n_sax_spain,Fst_arcana_compressa,Fst_arcana_n_sax,Fst_arcana_spain,Fst_compressa_n_sax,Fst_compressa_spain,Fst_n_sax_spain,LG,av,inv_status
147468,Contig86499,136839,9921,19371,14732,9450,100,-1337.50136,8329,1097,574,0.8329,0.1097,0.0574,Contig86499,9921,19371,14359,2015,0.0038,0.003,0.0039,0.0551,Contig86499,9921,19371,14359,2015,0.0034,0.0032,0.0028,0.0036,0.0049,0.0036,0.0043,0.0051,0.0057,0.0037,0.1029,0.0593,0.0903,0.0736,0.1962,0.0446,17,45.8605,collinear
48528,Contig40926,51323,217054,222833,218981,5779,100,-1465.88554,8235,908,857,0.8235,0.0908,0.0857,Contig40926,217054,222833,219440,1671,0.0064,0.0047,0.007,0.1003,Contig40926,217054,222833,219440,1671,0.0063,0.0069,0.0048,0.0035,0.0071,0.0069,0.0072,0.0078,0.008,0.0044,0.0201,0.0913,0.1652,0.0391,0.1983,0.0145,17,38.62093626,collinear
73149,Contig47402,72963,13839,21006,16838,7167,100,-1528.95177,8086,426,1488,0.8086,0.0426,0.1488,Contig47402,13839,21006,17047,2136,0.0059,0.0063,0.0082,0.112,Contig47402,13839,21006,17047,2136,0.006,0.0041,0.0065,0.0049,0.0062,0.0083,0.0075,0.0085,0.0085,0.0065,0.0506,0.1155,0.1442,0.051,0.2491,0.0333,17,41.023,collinear
48740,Contig40951,51471,35121,37644,36523,2523,100,-1389.34875,7919,744,1337,0.7919,0.0744,0.1337,Contig40951,35121,37644,36447,2111,0.0029,0.0027,0.005,0.2402,Contig40951,35121,37644,36447,2111,0.0028,0.0029,0.0025,0.0031,0.0031,0.0051,0.0044,0.0052,0.0044,0.0032,0.0241,0.2728,0.1778,0.0938,0.143,0.0341,17,40.6465,collinear
18346,Contig1708,9229,52074,67010,57327,14936,100,-1226.33716,7896,1789,315,0.7896,0.1789,0.0315,Contig1708,52074,67010,57205,2840,0.0031,0.0033,0.0046,0.1432,Contig1708,52074,67010,57205,2840,0.0029,0.0027,0.003,0.0024,0.0036,0.0046,0.0048,0.0044,0.0042,0.004,0.0703,0.1725,0.2603,0.052,0.2064,0.1029,17,31.27019615,collinear
102217,Contig55993,98820,34964,38126,36203,3162,100,-1433.64144,7890,882,1228,0.789,0.0882,0.1228,Contig55993,34964,38126,36494,2627,0.0034,0.003,0.0041,0.0978,Contig55993,34964,38126,36494,2627,0.0031,0.003,0.0028,0.0038,0.0043,0.004,0.005,0.0035,0.0045,0.0037,0.0932,0.1279,0.1756,0.0239,0.1072,0.0353,17,41.023,collinear
102226,Contig55993,98819,28871,34957,31313,6086,100,-1612.63539,7802,993,1205,0.7802,0.0993,0.1205,Contig55993,28871,34957,30835,2019,0.0017,0.004,0.0035,0.0652,Contig55993,28871,34957,30835,2019,0.0014,0.0021,0.0037,0.0048,0.0026,0.0032,0.0041,0.0042,0.0052,0.0047,0.1231,0.0725,0.1494,0.0377,0.1343,0.0297,17,41.023,collinear
132892,Contig72141,125128,19269,21979,20594,2710,100,-1527.9354,7748,1102,1150,0.7748,0.1102,0.115,Contig72141,19269,21979,20499,1608,0.004,0.0039,0.0045,0.0505,Contig72141,19269,21979,20499,1608,0.004,0.0037,0.0037,0.0016,0.0041,0.0044,0.0052,0.0044,0.0054,0.0046,0.0148,0.0491,0.2518,0.0183,0.3288,0.1264,17,31.94587616,collinear
22334,Contig2041,11087,16494,18658,17623,2164,100,-1254.24885,7715,1078,1207,0.7715,0.1078,0.1207,Contig2041,16494,18658,17629,1447,0.0074,0.0035,0.0082,0.1911,Contig2041,16494,18658,17629,1447,0.0068,0.0081,0.0034,0.0043,0.009,0.0079,0.0079,0.0103,0.01,0.0039,0.0533,0.2037,0.1507,0.1163,0.2226,0.0084,17,38.0655,collinear
2607,Contig105856,144451,19424,25193,22020,5769,100,-1745.32303,7544,1441,1015,0.7544,0.1441,0.1015,Contig105856,19424,25193,21790,2830,0.0034,0.004,0.0045,0.0765,Contig105856,19424,25193,21790,2830,0.0032,0.0029,0.0037,0.0029,0.0042,0.0045,0.0045,0.0047,0.0042,0.0048,0.0831,0.1043,0.1719,0.0371,0.1484,0.0976,17,24.3355,collinear
94118,Contig53309,91639,12529,14528,13788,1999,100,-1288.01337,7405,1688,907,0.7405,0.1688,0.0907,Contig53309,12529,14528,13714,1341,0.0042,0.007,0.0071,0.0848,Contig53309,12529,14528,13714,1341,0.0041,0.0032,0.0062,0.0079,0.0048,0.0068,0.0092,0.0063,0.0087,0.009,0.0687,0.1035,0.2106,0.0264,0.1538,0.07,17,24.623,collinear
18329,Contig1708,9228,46017,52070,49006,6053,100,-1000.55616,7287,2592,121,0.7287,0.2592,0.0121,Contig1708,46017,52070,48942,3287,0.0038,0.0036,0.0045,0.0759,Contig1708,46017,52070,48942,3287,0.004,0.0057,0.0038,0.0045,0.0054,0.0048,0.006,0.0057,0.0066,0.0055,0.0328,0.0842,0.1592,0.0253,0.1128,0.0865,17,31.27019615,collinear
127563,Contig68569,120634,570,6721,2108,6151,100,-1942.45114,7284,912,1804,0.7284,0.0912,0.1804,Contig68569,570,6721,2165,2138,0.0053,0.0059,0.0074,0.1097,Contig68569,570,6721,2165,2138,0.005,0.0045,0.0061,0.0031,0.0062,0.0074,0.0079,0.0071,0.0076,0.0055,0.0682,0.1073,0.2845,0.031,0.2993,0.0368,17,20.987,collinear
73154,Contig47402,72964,21013,59143,26993,38130,100,-1531.40687,7258,1348,1394,0.7258,0.1348,0.1394,Contig47402,21013,59143,28487,2193,0.0037,0.0062,0.0063,0.0851,Contig47402,21013,59143,28487,2193,0.0034,0.0043,0.006,0.0063,0.0045,0.0061,0.0064,0.0075,0.0069,0.0069,0.0431,0.0909,0.135,0.0396,0.0988,0.0285,17,41.023,collinear
77978,Contig48596,77190,85015,93443,89811,8428,100,-1125.23303,7224,1262,1514,0.7224,0.1262,0.1514,Contig48596,85015,93443,89822,2483,0.0037,0.003,0.0036,0.0283,Contig48596,85015,93443,89822,2483,0.0035,0.003,0.0027,0.0029,0.0042,0.0034,0.0035,0.0039,0.0039,0.0031,0.0684,0.0354,0.0461,0.0404,0.1122,0.0231,17,24.3355,collinear
128061,Contig68894,121078,29951,36437,32168,6486,100,-1863.34923,7111,1584,1305,0.7111,0.1584,0.1305,Contig68894,29951,36437,32090,1972,0.0062,0.0054,0.0064,0.0453,Contig68894,29951,36437,32090,1972,0.0061,0.005,0.0052,0.0058,0.0066,0.0063,0.007,0.0074,0.0077,0.0063,0.0429,0.0431,0.071,0.0448,0.1341,0.0363,17,45.8605,collinear
40456,Contig39278,44004,65689,70000,68541,4311,100,-1157.80786,7079,1093,1828,0.7079,0.1093,0.1828,Contig39278,65689,70000,68554,2308,0.002,0.0056,0.0059,0.1477,Contig39278,65689,70000,68554,2308,0.0019,0.0021,0.0056,0.0046,0.0023,0.006,0.0049,0.0062,0.0052,0.0055,0.0427,0.158,0.2091,0.044,0.1535,0.0176,17,31.62103,collinear
111938,Contig60084,107175,9314,14010,12987,4696,100,-2131.52713,7010,1258,1732,0.701,0.1258,0.1732,Contig60084,9314,14010,12872,1286,0.0058,0.0059,0.0071,0.0763,Contig60084,9314,14010,12872,1286,0.006,0.0027,0.0052,0.0055,0.0055,0.0069,0.0087,0.0065,0.0083,0.0078,0.0496,0.084,0.1888,0.0488,0.2535,0.1055,17,38.0655,collinear
